ID_GDO_Well_Name	X	Y	Z_asl	Vertical_Well_Length_ne_MD
69203	-703912.3	-962322.6	243.09	44
69205	-703636.6	-962552.6	266.7	222
69206	-703719.5	-963260	277.8	277
69207	-703832.2	-963050.2	280.99	24
69208	-703848.4	-963192	282.27	24
69209	-704006.6	-963273.5	297.9	25
69213	-703965.1	-963161	289	28
69214	-703998	-963134.5	288.76	27
69215	-703528.5	-962526.9	264.34	30
69216	-703814.1	-963239.7	284.11	20
69217	-703896.2	-963158.5	288.17	26
69218	-703836.2	-963303.9	291.6	22
69225	-701850	-962670	245	8
69226	-701880	-962675	245	12
69227	-701910	-962685	245	12
69228	-701885	-962695	245	10
69229	-701910	-962700	245	12
69230	-701905	-962730	245	12
69231	-701870	-962725	245	12
69232	-701694.9	-961939.5	263.6	10
69233	-701705.7	-961628.6	265.4	50
69234	-701954.9	-961418.7	259.6	12
69235	-702088.7	-961241.2	257.9	15
69236	-702210.1	-961036.1	254	51
69237	-702303.4	-960797.5	248.8	15
69238	-702400	-960566.6	242	22
69239	-701243.2	-962276.2	274.9	18
69240	-700893.8	-962160.6	292.5	26
69241	-700712.7	-962108.6	298.5	20
69242	-700950.1	-961920.9	285.8	27
69243	-700297.2	-962115.1	308	20
69244	-701011.1	-961876.5	284.4	25
69245	-700869.1	-962406.7	295.6	26
69246	-700765.2	-963470.5	282.6	50
69247	-700669.3	-963576.2	284.3	40
69248	-700610.8	-963673.7	282.9	36
69249	-700360.2	-963590.3	316.3	28
69250	-700557.2	-963564.5	296.8	24
69251	-700603.4	-963333.2	294	53
69252	-700735.1	-963297	280.3	42
69253	-700834.5	-963295.2	270.8	46
69258	-697499.8	-964840	331.2	11
69263	-698695.2	-964616.7	333.3	25
69264	-698657.8	-964247.7	330.8	17
69265	-698569.2	-964713.1	337.3	26
69266	-698236.4	-964541.1	346.3	26
69267	-698738.7	-964874.4	314.3	13
69268	-698239.8	-962524	318.3	25
69269	-698179.4	-962330.8	318.4	25
69270	-698345.8	-962298.2	320	25
69271	-698064.8	-962226.2	316.8	18
69272	-697677.4	-962098.3	326.1	20
69273	-697741.1	-962351.4	319.8	15
69274	-700545.2	-962753.1	312.7	18
69275	-699208.5	-963108	324.5	10
69276	-698511.2	-962570.6	313.1	8
69277	-699952	-962118.8	306.5	12
69278	-701083.3	-961175.9	275.2	12
69279	-701650.6	-961241.4	261	8
69280	-701876.9	-960896.1	250.8	11
69281	-702432.8	-960611	243.9	9
69282	-703064.8	-962278.1	242.1	6
69283	-703342.1	-962895.4	260.8	10
69284	-698210	-963576.7	314.8	8
69285	-698161.2	-964142	338.3	12
69286	-697820.6	-963766.2	321.8	18
69287	-697571.5	-964117.5	310.8	16
69288	-697641.3	-964249.7	323.7	22
69289	-697985.9	-963996.2	330.2	16
69290	-697595.9	-964715.3	335.5	15
69291	-697593.6	-963367.2	314.8	22
69292	-697508.7	-963177.6	328.9	14
69293	-697707.5	-963137	316.5	26
69294	-697988.9	-963294.2	306.5	18
69295	-697707.5	-963002.8	316.4	24
69297	-699126.65	-966446.2	267.45	11
69299	-698260	-963770	321.4	45
69300	-702446.21	-962880.82	244.1	11
69301	-702641.54	-962289.64	243.47	15
69302	-697997.8	-961651.3	311.17	73
69303	-698397	-961126	285.34	30
69304	-697325.9	-961057.7	307.2	40
69305	-697793	-962428	304.71	20
69306	-698228.6	-963172.6	288.5	10
69307	-698567.7	-964667	320	12
69308	-698450.1	-964993.8	320	7
69309	-698402.4	-964919.3	323.5	5
69310	-698357	-964862.5	328.2	9
69311	-698617.6	-964505.2	319.2	12
69312	-698800.5	-964774	318.6	6
69317	-699585.4	-964557.1	284.4	23
69318	-692334	-964508.3	288.9	28
69319	-699001.3	-964717.5	307.2	31
69320	-699182.7	-964796.1	290.7	32
69322	-701070	-962960	268.8	9
69331	-701480	-962420	269.5	3
69332	-701475	-962460	296.4	3
69344	-701832.4	-962633.6	247.3	8
69345	-701849.1	-962637.9	247.5	8
69346	-701848.5	-962616.4	248.5	8
69347	-701835.5	-962612.1	249.5	8
69348	-701746.6	-962662.5	256.6	7
69349	-701748.3	-962653.2	256.7	7
69350	-701743.4	-962652	256.7	7
69351	-702562.3	-962015.9	241.3	40
69352	-702522.44	-962291.07	242.35	36
69353	-702751.02	-962290.27	243.41	36
69354	-702797	-961918.6	231	30
69355	-702958.8	-961595.3	237.81	45
69356	-702839.1	-961671.25	239.97	36
69357	-702832.6	-961710.4	233.83	36
69358	-702926.4	-961717.7	240.3	17
69389	-702163.3	-962658.4	245.6	374
69395	-700949.49	-962382.28	291.18	11
69396	-700876.19	-962267.22	294.88	10
69397	-700875.96	-962130.63	292.72	11
69398	-700962.7	-962116.43	288.6	12
69399	-701050.34	-962094.05	283.71	12
69400	-701169.24	-962053.79	279.7	12
69401	-701284.52	-962054.23	277.07	10
69402	-700747.73	-962385.03	302.94	6
69403	-700743.69	-962275.36	301.96	6
69404	-701066.57	-961995.67	281.59	10
69405	-700999.05	-962233.68	288.1	5
69406	-701038.5	-962248	280.3	10
69407	-701044	-962174.2	278.5	10
69408	-701123.9	-962122.4	281.9	14
69409	-701041	-964073	263.3	5
69412	-700956	-964062	259.3	4
69414	-701023	-964032	262.5	5
69417	-700970	-964040	260.8	5
69419	-701032	-963984	261.3	6
69421	-700990	-963977	260.6	5
69423	-700958	-963960	259.7	4
69424	-700990	-963937	259.2	3
69425	-701018	-963911	260.7	5
69427	-700951	-963903	257.6	4
69429	-700906	-963970	259.8	4
69431	-700851	-964006	259.2	4
69433	-700949	-963998	260.1	2
69435	-697387.1	-963147.6	335.5	8
69436	-697527.6	-963282.1	323.8	14
69437	-697425.1	-963292.7	331.2	6
69438	-697428.7	-963358.8	328	4
69439	-697387.8	-963371.7	329.5	7
69440	-697296.9	-963378.5	325.3	16
69441	-697449.2	-963214.7	332.8	13
69442	-697458.1	-963619.6	308.1	20
69443	-697364.6	-963246.7	335.1	10
69444	-697284.1	-963268.3	335.3	12
69445	-699675	-964587	279.8	5
69446	-699646	-964598	281.3	2
69447	-699615	-964607	278.5	4
69448	-699611	-964587	280.1	4
69449	-699643	-964571	280.9	4
69450	-699676	-964568	279.8	4
69451	-699642	-964546	281.6	3
69452	-699699	-964578	279.7	4
69462	-698008.9	-961929.8	297.71	50
69463	-698380.9	-961561	292.2	25
69464	-697803.8	-962427.4	304.47	35
69465	-697882.8	-962518.9	305.67	20
69466	-698157.5	-962451.2	274.9	15
69467	-698492.1	-962549.9	313.28	60
69468	-698427.1	-962281.9	321.87	60
69469	-698432.6	-962777.9	306.61	75
69511	-702807	-962339	244	14
69512	-702820	-962316	243.5	12
69513	-702832	-962324	243.6	12
69514	-702782	-962570	244.2	12
69515	-702813	-962578	244.1	12
69516	-702858	-962598	244.6	10
69517	-702869	-962605	244.8	10
69518	-702863	-962614	244.9	10
69519	-702844	-962605	244.7	10
69520	-702855	-962630	244.6	10
69521	-702831	-962616	244.5	12
69522	-702816	-962600	244.3	12
69523	-702820	-962635	244.2	10
69524	-702852	-962523	244.3	10
69525	-702817	-962518	244.3	10
69526	-702655	-962575	244.6	10
69527	-702983	-962457	244.1	12
69528	-702948	-962518	244.2	10
69529	-702833	-962582	244.3	12
69530	-702828	-962594	244.5	12
69536	-697460	-964180	310	16
69537	-701497	-961895	268.2	15
69538	-701490	-961890	268.2	20
69540	-701485	-961885	268.3	15
69543	-701490	-961837	268.9	6
69547	-701442	-962642	265.6	11
69548	-701423	-962652	268	11
69549	-701436	-962670	265.5	10
69550	-701421	-962715	265.5	15
69551	-701409	-962738	265.6	10
69552	-701410	-962753	266.8	15
69553	-701398	-962757	267	17
69554	-701387	-962766	266.7	13
69555	-701377	-962768	266.9	15
69556	-701380	-962780	267.3	10
69557	-701350	-962810	266.6	16
69558	-701341	-962823	266.5	10
69559	-701324	-962827	267.1	15
69560	-701318	-962846	267.1	16
69561	-701339	-962842	266.1	15
69562	-701344	-962860	265.3	10
69563	-701350	-962874	264.6	15
69564	-701364	-962857	264.2	14
69565	-701396	-962847	263.9	15
69566	-701393	-962862	262.4	10
69567	-701416	-962863	262.3	16
69568	-701387	-962799	266.9	10
69569	-701403	-962818	264.5	10
69570	-701396	-962829	264.6	10
69571	-701317	-962430	273.9	7
69572	-701296	-962429	274.5	8
69573	-701324	-962455	272.6	9
69574	-701306	-962477	272.8	6
69575	-701297	-962467	273.6	15
69576	-701298	-962463	273.5	15
69577	-701295	-962460	274	13
69578	-701492	-962699	262.5	6
69579	-701496	-962718	261	6
69580	-700142.6	-962219.4	319.3	284
69581	-700017.7	-963026.7	314.8	195
69582	-699511.4	-963099.4	314.5	192
69583	-700782.9	-961616.7	291.8	324
69584	-702663.9	-961670.9	245	20
69585	-702703.4	-961546	243.8	28
69586	-702723.2	-960677.8	237.4	40
69587	-702649.8	-960543.8	236.9	33
69588	-702532.2	-960520.9	239.2	42
69589	-702052.9	-962198.1	254.5	236
69590	-698661.5	-960648.4	288.8	148
69591	-696780.6	-961851.8	321.8	27
69592	-699413.8	-963354.1	312.4	86
69593	-698884.7	-961701.5	307.1	190
69594	-698254.4	-961280.7	288.1	158
69595	-698242.1	-962449.5	292	148
69596	-699033.1	-962682.9	323.4	147
69597	-700758.2	-963445.6	284.3	40
69598	-699921.1	-963431.3	302.7	90
69599	-700123.6	-963609.5	329.6	27
69600	-699949.2	-963698.2	313.5	12
69601	-700046.6	-961757.3	294.6	332
69602	-702224.2	-963432	254	7
69603	-701965.6	-963281.7	249.1	5
69604	-702069.4	-963239.7	248	5
69605	-702118	-963247.4	248.2	5
69606	-702312.6	-963261.1	248.1	5
69607	-702040	-963161	246.5	8
69608	-701953	-963047	246.91	4
69609	-701189	-962658	275.9	10
69610	-701207	-962655	275.1	8
69611	-701199	-962690	274.9	9
69612	-702855	-962336	243.3	10
69613	-702871	-962330	243.2	10
69614	-702848	-962319	243.3	10
69615	-702856	-962300	243.4	10
69616	-702878	-962313	243.8	10
69617	-702870	-962287	243.4	10
69618	-702895	-962317	243.5	10
69619	-702829	-962517	245.1	10
69620	-698156.6	-961843	307.4	225
69621	-699413.6	-960592.4	290.1	318
69622	-699881.7	-962531.7	322	316
69623	-702617.8	-961040.3	244.7	314
69624	-701312.5	-962333	271.9	417
69625	-702969.5	-962962.6	254.2	276
69626	-702755.3	-962031.7	241	328
69627	-698776.3	-961223.2	297.7	186
69628	-698938.5	-962161	314.4	234
69629	-697381	-960863.6	301.5	84
69630	-700298.1	-961020.4	264.7	270
69631	-700469.8	-961953.1	302	364
69632	-696573.8	-961085.7	316.8	195
69633	-701924.7	-961697.2	261.6	255
69634	-700607	-962965.8	298.6	253
69635	-701492.2	-963231	248.2	45
69636	-697533.9	-961894.8	341	244
69637	-698639.7	-963028.5	316.3	186
69638	-701099.8	-960851	253.9	294
69639	-702437.5	-960502.2	242.5	254
69640	-701826.7	-961195.5	258.8	290
69641	-701235.5	-961833.7	278.4	305
69642	-699533.1	-961119.9	279.9	283
69643	-700572.3	-962436.4	316.8	328
69644	-699771	-962035	299.9	235
69645	-700381.9	-961423.9	280.8	321
69646	-701387.5	-962867.1	262.5	353
69647	-702673.2	-961594.5	244.6	263
69648	-701196	-962642	275.5	4
69649	-701526	-962556	263.5	4
69650	-701681	-962562	257.9	5
69651	-701974	-962365	254	4
69652	-701895	-962538	254.9	4
69653	-701901	-962127	257.8	5
69654	-701841	-962400	257.6	5
69655	-701437	-963022	248.6	4
69656	-701591	-963061	247.4	4
69657	-701819	-962768	246.8	4
69658	-701622	-962729	251.6	4
69659	-701544	-962853	250.7	5
69660	-701641	-961782	265.9	4
69661	-701611	-961966	265.2	4
69662	-701577	-962051	267	4
69663	-701371	-961984	266.4	4
69664	-702084	-962070	253.9	4
69665	-702256	-962193	247.9	4
69666	-702405	-962314	243.5	4
69667	-702566	-962534	244.4	4
69668	-702689	-962239	242.1	9
69669	-702654	-962279	242.1	8
69670	-702618	-962316	242.3	6
69671	-702576	-962350	242.6	8
69672	-702536	-962385	242.9	8
69673	-702650	-962202	241.8	10
69674	-702615	-962237	242.1	7
69675	-702576	-962274	242.4	9
69676	-702540	-962310	242.8	8
69677	-702499	-962347	243	8
69678	-702615	-962165	241.8	9
69679	-702578	-962200	242.1	6
69680	-702540	-962235	242.5	8
69681	-702504	-962272	242.8	8
69682	-702466	-962308	242.9	9
69683	-702750	-962167	241.6	5
69684	-702941	-962162	241.8	5
69685	-703108	-962145	241.6	5
69686	-702434	-962461	243.6	5
69687	-702324	-962560	244.1	4
69688	-702217	-962625	244.5	4
69689	-702047	-962614	245.3	5
69690	-701930	-962600	245.8	6
69691	-702104	-962764	245.5	5
69692	-701895	-962887	245.8	6
69693	-701757	-963030	247	4
69694	-702222	-962707	245.6	7
69695	-702232	-962734	245.4	6
69696	-702230	-962851	246	5
69697	-702119	-962945	246.4	5
69698	-701971	-963043	246.9	5
69699	-701877	-963062	247	5
69700	-701722	-963145	247.8	5
69701	-701311	-963255	249.3	5
69702	-701324	-962573	270.8	6
69703	-703240.5	-962086.5	242.8	5
69704	-703230	-962116	242.7	8
69705	-703215.5	-962155.5	243	8
69706	-703244.7	-962102.6	243	8
69707	-703233.8	-962128.2	243.7	8
69708	-703229	-962141	243.9	8
69709	-703262	-962095	243.5	5
69710	-703246.8	-962120.5	243.8	6
69711	-703230.3	-962161	244.6	9
69712	-703226.2	-962081	241.8	6
69713	-701493	-962692	261.5	6
69714	-701452	-962735	263.4	7
69715	-701440	-962615	265.6	6
69716	-701353	-962631	269	7
69717	-701382	-962727	267	8
69718	-701267	-962747	270.6	6
69719	-701360	-962780	266.7	6
69720	-701421	-962675	265.7	6
69721	-701511	-962638	263.2	6
69722	-701361	-962862	263.8	7
69723	-701421	-962826	262.1	6
69724	-701227	-962835	271.4	6
69725	-701479	-962825	253.2	6
69726	-701372	-962712	267.5	13
69727	-701452	-962848	254.8	13
69728	-701363	-962710	267.2	2
69729	-701790	-962363	257.8	6
69730	-701768	-962357	258.2	2
69731	-701751	-962355	259.9	6
69732	-701765	-962347	259.3	4
69733	-701780	-962386	259	6
69734	-701765	-962394	259.2	5
69735	-701556.5	-961699	268.2	15
69736	-701560	-961705	269.3	15
69737	-701563	-961711	268.5	15
69738	-701552.5	-961701.5	269.4	7
69739	-701556	-961707	269.5	7
69740	-701559	-961713	269.9	7
69750	-700944.5	-963861.8	252.68	7
69751	-700953	-964090	258.1	5
69752	-700821.5	-964315	257.27	6
69753	-700862	-964317	256.5	6
69754	-700858.5	-964231	255.7	6
69755	-699849	-964587	277.6	6
69756	-699823	-964594	277.6	6
69757	-699798	-964694.5	276.7	6
69758	-699765	-964605	276.9	6
69759	-699772	-964625.5	273.7	6
69760	-699777	-964642	272	6
69761	-702145.2	-963405.2	252.4	10
69762	-702194.3	-963426.5	253.4	10
69763	-702141.2	-963427.3	254.3	10
69764	-702181.2	-963446.6	254.5	6
69765	-701772.12	-961687.6	264.42	338
69766	-701969.29	-960661	246.21	381
69767	-699880.23	-961169.25	269.31	333
69768	-700533.16	-962620.06	312.54	372
69785	-701751.9	-963414.1	252.7	7
69786	-701707.9	-963346.2	251.9	7
69787	-701697.3	-963304.6	252.3	7
69788	-701743.8	-963256.4	250.7	7
69789	-702042.8	-962923.5	245.7	7
69790	-702045.1	-962890	245.5	7
69795	-701071.3	-963225.5	251.9	7
69796	-701063	-963208	252.1	7
69797	-701083.7	-963207.7	251.8	7
69798	-701053	-963167.5	252.7	7
69799	-701058.7	-963190.5	252.3	6
69800	-701095.7	-963175.3	252.1	8
69801	-701124	-963079.2	252.8	9
69802	-701102.8	-963069.2	253.2	10
69803	-701030.4	-963119.9	253.1	6
69804	-701210	-964210	260	10
69805	-701360	-964260	263	6
69806	-701370	-964260	263	6
69807	-701370	-964255	263	6
69810	-701300.8	-962656.2	267.8	10
69811	-701308.6	-962648.2	267.4	10
69812	-701287.8	-962640.5	268	10
69813	-701292.1	-962686.5	267.8	10
69814	-701096	-963126	252	8
69815	-701078	-963140	252.3	8
69819	-698164.3	-961939.6	305.8	22
69820	-698489.2	-961991.8	314.3	20
69821	-698479.8	-962245.3	321.4	22
69822	-698751.1	-962301.6	316	20
69823	-698671.4	-962518.5	314.3	20
69824	-698970.9	-962695.9	323.4	6
69825	-698324.3	-962075.5	309.2	23
69826	-698552.1	-962390.7	318.5	22
69827	-698554.5	-962550.7	312.2	22
69828	-698747	-962654.2	315.8	19
69829	-698859.2	-962455.4	317.9	18
69830	-698656.3	-962150.8	316.3	21
69831	-698393.2	-961899.7	309.7	21
69832	-701743.4	-961746.5	264.8	12
69833	-701752.6	-961731	264.8	12
69842	-702716.2	-962415.2	243.97	10
69843	-702739.7	-962451.9	244.25	10
69844	-698675.6	-964826.8	318.02	19
69845	-698616.3	-964911.2	316.31	13
69846	-698655.5	-964668.5	313.33	14
69847	-702151.1	-963398.5	252.42	11
69848	-702174.9	-963281.5	249.96	11
69849	-702123.5	-963383.6	251.9	10
69850	-702067.6	-963345.5	250.3	11
69851	-702172.6	-963299.8	250.7	10
69852	-702123.1	-963288.5	250.1	10
69853	-702128.2	-963253.8	249	12
69854	-702035	-962086	255	71
69862	-701741.1	-963223.9	246.9	6
69863	-701661.1	-963253.3	248.4	6
69864	-701927.8	-963246	248.1	6
69865	-701810.8	-963172.2	248.2	6
69866	-701862.5	-963153.5	247.5	6
69867	-701883.9	-963258.4	249.4	3
69868	-701738.6	-963140.4	247.8	3
69869	-701664.9	-963058.4	247.3	3
69870	-701638	-962977.1	247.6	3
69871	-701740.9	-962976.3	246.7	3
69872	-701808.2	-962844	246.6	3
69873	-701869.9	-962657.6	247.4	3
69874	-701534.9	-962820.4	251.2	3
69875	-701676.3	-962823.6	247.8	3
69876	-701485.9	-963014.5	248.5	3
69877	-701304.2	-963077.9	248.1	3
69878	-701164.9	-963196.5	249.2	3
69879	-701091.6	-963298.7	249.7	3
69880	-701041.7	-963410.9	250.2	4
69881	-701084.6	-963434.8	250.6	6
69882	-702069.9	-963237	248.1	3
69883	-702260.8	-963287.1	250.3	3
69884	-700934.2	-963203.4	260.5	3
69885	-701124.9	-963507.2	250.2	3
69886	-701249.5	-963353.3	250	3
69887	-701415.5	-963186	248.4	3
69888	-701472.8	-963144.3	248.1	3
69889	-701540.1	-963171.1	247.5	3
