ID_GDO_Well_Name	X	Y	Z_asl	Vertical_Well_Length_ne_MD
F_69663	-701371	-961984	266.4	4
F_69664	-702084	-962070	253.9	4
F_69665	-702256	-962193	247.9	4
F_69666	-702405	-962314	243.5	4
F_69667	-702566	-962534	244.4	4
F_69668	-702689	-962239	242.1	9
F_69669	-702654	-962279	242.1	8
F_69670	-702618	-962316	242.3	6
F_69671	-702576	-962350	242.6	8
F_69672	-702536	-962385	242.9	8
F_69673	-702650	-962202	241.8	10
F_69674	-702615	-962237	242.1	7
F_69675	-702576	-962274	242.4	9
F_69676	-702540	-962310	242.8	8
F_69677	-702499	-962347	243	8
F_69678	-702615	-962165	241.8	9
F_69679	-702578	-962200	242.1	6
F_69680	-702540	-962235	242.5	8
F_69681	-702504	-962272	242.8	8
F_69682	-702466	-962308	242.9	9
F_69683	-702750	-962167	241.6	5
F_69684	-702941	-962162	241.8	5
F_69685	-703108	-962145	241.6	5
F_69686	-702434	-962461	243.6	5
F_69687	-702324	-962560	244.1	4
F_69688	-702217	-962625	244.5	4
F_69689	-702047	-962614	245.3	5
F_69690	-701930	-962600	245.8	6
F_69691	-702104	-962764	245.5	5
F_69692	-701895	-962887	245.8	6
F_69693	-701757	-963030	247	4
F_69694	-702222	-962707	245.6	7
F_69695	-702232	-962734	245.4	6
F_69696	-702230	-962851	246	5
F_69697	-702119	-962945	246.4	5
F_69698	-701971	-963043	246.9	5
F_69699	-701877	-963062	247	5
F_69700	-701722	-963145	247.8	5
F_69701	-701311	-963255	249.3	5
F_69702	-701324	-962573	270.8	6
F_69703	-703240.5	-962086.5	242.8	5
F_69704	-703230	-962116	242.7	8
F_69705	-703215.5	-962155.5	243	8
F_69706	-703244.7	-962102.6	243	8
F_69707	-703233.8	-962128.2	243.7	8
F_69708	-703229	-962141	243.9	8
F_69709	-703262	-962095	243.5	5
F_69710	-703246.8	-962120.5	243.8	6
F_69711	-703230.3	-962161	244.6	9
F_69712	-703226.2	-962081	241.8	6
F_69713	-701493	-962692	261.5	6
F_69714	-701452	-962735	263.4	7
F_69715	-701440	-962615	265.6	6
F_69716	-701353	-962631	269	7
F_69717	-701382	-962727	267	8
F_69718	-701267	-962747	270.6	6
F_69719	-701360	-962780	266.7	6
F_69720	-701421	-962675	265.7	6
F_69721	-701511	-962638	263.2	6
F_69722	-701361	-962862	263.8	7
F_69723	-701421	-962826	262.1	6
F_69724	-701227	-962835	271.4	6
F_69725	-701479	-962825	253.2	6
F_69726	-701372	-962712	267.5	13
F_69727	-701452	-962848	254.8	13
F_69728	-701363	-962710	267.2	2
F_69729	-701790	-962363	257.8	6
F_69730	-701768	-962357	258.2	2
F_69731	-701751	-962355	259.9	6
F_69732	-701765	-962347	259.3	4
F_69733	-701780	-962386	259	6
F_69734	-701765	-962394	259.2	5
F_69735	-701556.5	-961699	268.2	15
F_69736	-701560	-961705	269.3	15
F_69737	-701563	-961711	268.5	15
F_69738	-701552.5	-961701.5	269.4	7
F_69739	-701556	-961707	269.5	7
F_69740	-701559	-961713	269.9	7
F_69750	-700944.5	-963861.8	252.68	7
F_69751	-700953	-964090	258.1	5
F_69752	-700821.5	-964315	257.27	6
F_69753	-700862	-964317	256.5	6
F_69754	-700858.5	-964231	255.7	6
F_69755	-699849	-964587	277.6	6
F_69756	-699823	-964594	277.6	6
F_69757	-699798	-964694.5	276.7	6
F_69758	-699765	-964605	276.9	6
F_69759	-699772	-964625.5	273.7	6
F_69760	-699777	-964642	272	6
F_69761	-702145.2	-963405.2	252.4	10
F_69762	-702194.3	-963426.5	253.4	10
F_69763	-702141.2	-963427.3	254.3	10
F_69764	-702181.2	-963446.6	254.5	6
F_69765	-701772.12	-961687.6	264.42	338
F_69766	-701969.29	-960661	246.21	381
F_69767	-699880.23	-961169.25	269.31	333
F_69768	-700533.16	-962620.06	312.54	372
F_69785	-701751.9	-963414.1	252.7	7
F_69786	-701707.9	-963346.2	251.9	7
F_69787	-701697.3	-963304.6	252.3	7
F_69788	-701743.8	-963256.4	250.7	7
F_69789	-702042.8	-962923.5	245.7	7
F_69790	-702045.1	-962890	245.5	7
F_69795	-701071.3	-963225.5	251.9	7
F_69796	-701063	-963208	252.1	7
F_69797	-701083.7	-963207.7	251.8	7
F_69798	-701053	-963167.5	252.7	7
F_69799	-701058.7	-963190.5	252.3	6
F_69800	-701095.7	-963175.3	252.1	8
F_69801	-701124	-963079.2	252.8	9
F_69802	-701102.8	-963069.2	253.2	10
F_69803	-701030.4	-963119.9	253.1	6
F_69804	-701210	-964210	260	10
F_69805	-701360	-964260	263	6
F_69806	-701370	-964260	263	6
F_69807	-701370	-964255	263	6
F_69810	-701300.8	-962656.2	267.8	10
F_69811	-701308.6	-962648.2	267.4	10
F_69812	-701287.8	-962640.5	268	10
F_69813	-701292.1	-962686.5	267.8	10
F_69814	-701096	-963126	252	8
F_69815	-701078	-963140	252.3	8
F_69819	-698164.3	-961939.6	305.8	22
F_69820	-698489.2	-961991.8	314.3	20
F_69821	-698479.8	-962245.3	321.4	22
F_69822	-698751.1	-962301.6	316	20
F_69823	-698671.4	-962518.5	314.3	20
F_69824	-698970.9	-962695.9	323.4	6
F_69825	-698324.3	-962075.5	309.2	23
F_69826	-698552.1	-962390.7	318.5	22
F_69827	-698554.5	-962550.7	312.2	22
F_69828	-698747	-962654.2	315.8	19
F_69829	-698859.2	-962455.4	317.9	18
F_69830	-698656.3	-962150.8	316.3	21
F_69831	-698393.2	-961899.7	309.7	21
F_69832	-701743.4	-961746.5	264.8	12
F_69833	-701752.6	-961731	264.8	12
F_69842	-702716.2	-962415.2	243.97	10
F_69843	-702739.7	-962451.9	244.25	10
F_69844	-698675.6	-964826.8	318.02	19
F_69845	-698616.3	-964911.2	316.31	13
F_69846	-698655.5	-964668.5	313.33	14
F_69847	-702151.1	-963398.5	252.42	11
F_69848	-702174.9	-963281.5	249.96	11
F_69849	-702123.5	-963383.6	251.9	10
F_69850	-702067.6	-963345.5	250.3	11
F_69851	-702172.6	-963299.8	250.7	10
F_69852	-702123.1	-963288.5	250.1	10
F_69853	-702128.2	-963253.8	249	12
F_69854	-702035	-962086	255	71
F_69862	-701741.1	-963223.9	246.9	6
F_69863	-701661.1	-963253.3	248.4	6
F_69864	-701927.8	-963246	248.1	6
F_69865	-701810.8	-963172.2	248.2	6
F_69866	-701862.5	-963153.5	247.5	6
F_69867	-701883.9	-963258.4	249.4	3
F_69868	-701738.6	-963140.4	247.8	3
F_69869	-701664.9	-963058.4	247.3	3
F_69870	-701638	-962977.1	247.6	3
F_69871	-701740.9	-962976.3	246.7	3
F_69872	-701808.2	-962844	246.6	3
F_69873	-701869.9	-962657.6	247.4	3
F_69874	-701534.9	-962820.4	251.2	3
F_69875	-701676.3	-962823.6	247.8	3
F_69876	-701485.9	-963014.5	248.5	3
F_69877	-701304.2	-963077.9	248.1	3
F_69878	-701164.9	-963196.5	249.2	3
F_69879	-701091.6	-963298.7	249.7	3
F_69880	-701041.7	-963410.9	250.2	4
F_69881	-701084.6	-963434.8	250.6	6
F_69882	-702069.9	-963237	248.1	3
F_69883	-702260.8	-963287.1	250.3	3
F_69884	-700934.2	-963203.4	260.5	3
F_69885	-701124.9	-963507.2	250.2	3
F_69886	-701249.5	-963353.3	250	3
F_69887	-701415.5	-963186	248.4	3
F_69888	-701472.8	-963144.3	248.1	3
F_69889	-701540.1	-963171.1	247.5	3
F_69890	-701378.8	-961668.7	274.7	20
F_69891	-701390.1	-961713.7	274.1	10
F_69892	-701401.4	-961754.2	273.7	10
F_69893	-701412.6	-961798.4	273.5	10
F_69894	-701396.7	-961676.6	273.3	10
F_69895	-701406.4	-961707.8	273.6	10
F_69896	-701419.3	-961748.7	273	10
F_69897	-701430.2	-961786.8	273.1	8
F_69898	-701413	-961670.9	273	10
F_69899	-701427.9	-961701.7	272.9	10
F_69900	-701438.9	-961742.7	273	10
F_69901	-701450.8	-961784.6	272.6	10
F_69902	-701435.8	-961656.8	270.5	10
F_69903	-701449.3	-961697.8	270.4	10
F_69904	-701468	-961787.2	271.5	10
F_69905	-701464.4	-961623.5	270.2	10
F_69906	-701478	-961634.5	270.5	10
F_69907	-701493.1	-961590.2	270.7	15
F_69908	-701529.7	-961677.9	269.7	10
F_69909	-701537.3	-961618	269.3	10
F_69910	-701544.1	-961594.4	268.9	11
F_69911	-701550.6	-961645.5	269.3	10
F_69912	-701551.9	-961668.9	269.3	10
F_69913	-701558.3	-961691	269.3	12
F_69914	-701568.7	-961666	269.5	12
F_69915	-701574.6	-961700.6	269.1	10
F_69916	-701583.1	-961631.7	268.9	10
F_69917	-701593.6	-961648.6	269.1	10
F_69918	-701588.1	-961684.9	269	10
F_69919	-701592.8	-961732.5	297	17
F_69920	-701520.8	-962054.5	268.6	10
F_69921	-701530.4	-962062.8	268.4	10
F_69922	-701513.2	-961817	271.2	10
F_69923	-701526.7	-961791.6	271.4	15
F_69924	-702531.7	-962023.6	242.1	5
F_69925	-702567.9	-962066.7	241.9	5
F_69926	-702592.5	-962049.1	241.9	5
F_69927	-702609.9	-962073.6	241.8	4
F_69928	-702585.8	-962090.4	241.9	5
F_69929	-702516.6	-962105.7	242.4	5
F_69930	-702625.9	-962097.8	241.7	5
F_69931	-702643.2	-962086	241.7	5
F_69932	-702602.6	-962114.5	241.9	5
F_69933	-702552.6	-962155.3	242.4	5
F_69934	-702763.4	-962129.7	241.6	5
F_69935	-702675.7	-962142.6	241.7	5
F_69936	-702697.9	-962174.7	241.7	5
F_69937	-702586.3	-962239.6	242.27	12
F_69938	-702534.1	-962275.1	242.75	12
F_69939	-702483.3	-962309.9	243.05	12
F_69941	-698174.14	-961973.79	306.97	68
F_69942	-697946.84	-961993.74	321.05	80
F_69952	-701548.5	-962672	261.7	5
F_69953	-701558.5	-962680	259.9	4
F_69954	-701601.8	-962643.5	257.9	6
F_69955	-701591.5	-962668.4	260.1	7
F_69956	-701611.2	-962656.3	257.4	5
F_69957	-701607.5	-962672.5	257.2	6
F_69958	-701594.5	-962708.2	259	7
F_69959	-699898.1	-966011.5	271.3	4
F_69960	-699851.2	-965976.2	265	4
F_69961	-699841.7	-965964.6	261.9	4
F_69962	-699824.6	-965951.2	259.5	4
F_69963	-701522.7	-962686	261.8	6
F_69964	-701535.1	-962690.4	261	6
F_69965	-701522.1	-962704.7	260.9	6
F_69966	-701482.1	-962723.5	262.9	6
F_69967	-701477.4	-962732.5	262.9	6
F_69968	-701519.5	-962739.3	257.3	6
F_69969	-701456.1	-962717.4	264.3	6
F_69976	-702277	-963298	250.1	6
F_69977	-702274.5	-963301.5	250.1	7
F_69978	-701464.9	-962500.5	255	4
F_69979	-701455.3	-962520.3	255	4
F_69980	-703350	-961816	242.5	6
F_547981	-702810	-960928	239.51	20
F_547982	-702771	-960822	239.19	20
F_547983	-702682	-960660	237.26	20
F_547984	-702630	-960857	241.55	20
F_547985	-700181	-962654	327.72	5
F_547986	-700832	-962388	320.45	5
F_547987	-700568	-962206	306.08	5
F_547988	-700718	-961998	293.34	5
F_547989	-700866	-961778	290.86	5
F_547990	-700931	-961633	288.28	5
F_547991	-701065	-961429	280.52	5
F_547992	-701311	-961343	271.63	6
F_547993	-701659	-961276	260.84	8
F_547994	-701698	-961296	261.32	8
F_547995	-702064	-961053	255.47	5
F_547996	-701121	-961417	279.32	8
F_547997	-701103	-961394	279.06	8
F_560052	-698849	-964342	305	2
F_560053	-699192	-964158	294	2
F_560054	-699401	-963960	286	2
F_560055	-699419	-963808	274	2
F_560056	-699446	-963592	306	2
F_560057	-699588	-963552	280	2
F_560058	-699729	-963606	275	2
F_560059	-699361	-963551	295	6
F_567691	-700229	-962993	321.33	6
F_567697	-701647	-962230	261	6
F_567698	-701594	-962245	261.1	6
F_567699	-701605	-962231	261.1	2
F_567700	-701597	-962249	260.1	2
F_567701	-701616	-962244	260	2
F_573933	-699480	-963641	310	1
F_573934	-699547	-963499	290	3
F_573935	-699600	-963673	327.5	2
F_573936	-699697	-963568	277	5
F_573937	-699708	-963737	272	4
F_577485	-698818	-964385	310	8
F_605172	-702486.8	-960491.2	240.5	6
F_605173	-702496.8	-960506.2	240	3
F_605181	-701869	-962646	247.5	7
F_605182	-701880	-962628	247.3	7
F_605183	-701866	-962633	246.3	5
F_605184	-701871	-962636	245.6	4
F_605185	-701882	-962636	247.3	12
F_605495	-701676.2	-962839.5	248.1	8
F_605496	-701675.4	-962816.4	248	7
F_605497	-701673.4	-962791.3	248.3	7
F_605498	-701693.6	-962838.6	247.9	8
F_605499	-701693.7	-962814.4	247.9	8
F_605500	-701692.7	-962788.7	247.9	8
F_605501	-701715.4	-962813.8	247.8	8
F_605502	-701719	-962788.7	247.8	8
F_614958	-699570	-963521	280	7
F_616191	-698014.66	-961653.05	311	75
F_616340	-701754.5	-962910.2	247.2	6
F_621855	-696730	-964633	344.97	6
F_621856	-696805	-964593	343.32	7
F_621857	-697135	-964417	316.94	4
F_621858	-697367	-964273	305.26	5
F_621859	-697572	-964064	304.25	7
F_621860	-697965	-963625	301.71	3
F_621861	-698139	-963430	309.27	9
F_621862	-698282	-963272	285.62	6
F_621863	-698520	-963036	315.18	5
F_621864	-698921	-962862	319.9	6
F_621865	-699190	-962844	327.61	8
F_621866	-699638	-962822	316.45	6
F_626291	-698627.77	-961976.81	306.26	81
F_635999	-702106	-962487.5	244.31	6
F_636000	-702096	-962491	244.39	6
F_636001	-702088	-962480	245.3	5
F_642662	-700813.5	-962730.5	296.5	4
F_642663	-700836.5	-962749.5	295.6	4
F_642664	-700716	-962749.5	302.5	4
F_642665	-700748	-962759.5	299.2	4
F_643061	-701277	-961411.2	273.6	10
F_643062	-701360.5	-961478	271.3	8
F_643063	-701340.5	-961395	271.2	8
F_643064	-701297	-961493	273.7	10
F_647388	-701177.5	-962082.7	280.3	11
F_647389	-700855.17	-962177.78	292.05	12
F_647390	-701103.69	-962357.41	283.68	8
F_647702	-698200	-962200	274.16	35
F_675036	-696724.65	-964621.07	344.49	10
F_675037	-696863.45	-964564.87	340.41	9
F_675038	-696972.87	-964496.63	331.4	8
F_675039	-697144.46	-964429.43	315.6	10
F_675040	-697532.92	-964103.84	304.85	8
F_675041	-697626.02	-963999.14	316.6	9
F_675042	-697739.97	-963952.2	318.3	8
F_675043	-697905.24	-963690.88	302.82	6
F_675044	-698031.62	-963623.7	306.02	6
F_675045	-698056.47	-963501.81	298.05	6
F_675046	-698075.86	-963523	297.77	6
F_675047	-698166.39	-963403.27	306.42	7
F_675048	-698233.43	-963345.1	289.63	10
F_675049	-698284.98	-963267.83	286.43	6
F_675050	-698297.27	-963239.14	291.54	12
F_675051	-698347.76	-963192.25	298.13	10
F_675052	-698557.06	-962964.53	318.28	9
F_675053	-698611.97	-962909.96	319.88	9
F_675054	-698669	-962840.01	320.18	8
F_675055	-698761.3	-962733.88	316.38	10
F_675056	-698829.09	-962784.63	320.85	8
