DateTime,Humidity,Pressure,Temperature,Perm_0,Perm_1,Perm_2,Perm_3,Perm_4,Perm_5,SoilMoistMin_0,SoilMoistMin_1,SoilMoistMin_2,SoilMoistMin_3,SoilMoistMin_4,SoilMoistMin_5,rawADC_0,rawADC_1,rawADC_2,rawADC_3,rawADC_4,rawADC_5,Voltage_0,Voltage_1,Voltage_2,Voltage_3,Voltage_4,Voltage_5,Temperature_A,Pressure_A,Temperature_B,Pressure_B,Temperature_C,Pressure_C,odyssey_1,odyssey_2,ttlDate,ambient_temp,odyssey_3,odyssey_4,loggerUid,temp_3,temp_2,temp_4,temp_1,temp_0,logDateTime,odyssey_0,Pressure_AA,Pressure_BB,Pressure_CC,Inflow,Height_Cumulative,Height_Spline,Flux_Spline
2025-05-16 12:29:27,32.79,96653.47,22.88,5.9056,5.4838,6.2832,6.3523,9.9749,15.083,0.0987,0.0882,0.1078,0.1095,0.1855,0.2716,2171,1948,2142,2084,2566,2906,,,,,,,21.51,96.759,,,22.63,94.767,0.5405,0.5607,1905160557,22.06,0.5823,0.8365,FF9C4BF6C4C9,21.64,21.73,21.16,21.63,20.93,1747391340,0.5458,0.105530000000002,,-1.88647,,73.5723604158559,73.645339850368,1.94324119816555E-05
2025-05-16 12:34:27,32.46,96638.27,23.03,6.0822,5.4839,6.2851,6.3515,9.978,15.083,0.1031,0.0882,0.1079,0.1095,0.1855,0.2716,2200,1948,2142,2084,2566,2906,,,,,,,21.5,96.743,,,22.63,94.761,0.5407,0.5607,1905160557,22.1,0.5823,0.8363,FF9C4BF6C4C9,21.64,21.73,21.16,21.61,20.86,1747391640,0.5522,0.104729999999989,,-1.87727000000001,,73.5926007384,73.6395101703135,1.94321215984838E-05
2025-05-16 12:39:27,32.35,96631.48,23,6.3077,5.4833,6.283,6.3521,9.9741,15.076,0.1085,0.0882,0.1078,0.1095,0.1854,0.2717,2237,1948,2142,2084,2565,2906,,,,,,,21.5,96.739,,,22.66,94.753,0.541,0.5607,1905160557,22.15,0.5823,0.836,FF9C4BF6C4C9,21.64,21.73,21.17,21.58,20.8,1747391940,0.5593,0.107520000000008,,-1.87848,,73.5117903010175,73.6336805774788,1.94318305160056E-05
2025-05-16 12:44:27,31.88,96624.12,22.94,6.5632,5.4819,6.2837,6.3513,9.9733,15.09,0.1145,0.0882,0.1078,0.1095,0.1853,0.2718,2276,1948,2142,2084,2565,2906,,,,,,,21.51,96.736,,,22.68,94.744,0.5414,0.5607,1905160557,22.19,0.5823,0.8358,FF9C4BF6C4C9,21.65,21.74,21.17,21.55,20.75,1747392240,0.5671,0.111880000000014,,-1.88011999999999,,73.312746381563,73.6278316405356,1.94315377604457E-05
2025-05-16 12:49:27,31.5,96622.32,22.95,6.8232,5.4827,6.2823,6.3523,9.9725,15.095,0.1204,0.0881,0.1078,0.1095,0.1853,0.2718,2314,1948,2142,2084,2565,2907,,,,,,,21.51,96.724,,,22.7,94.743,0.5418,0.5608,1905160557,22.23,0.5822,0.8356,FF9C4BF6C4C9,21.65,21.74,21.17,21.53,20.71,1747392540,0.5756,0.101680000000002,,-1.87932000000001,,73.4529975763805,73.6220216543082,1.943124625313E-05
2025-05-16 12:54:27,31.33,96627.18,22.99,7.0785,5.4815,6.2815,6.3497,9.9701,15.089,0.1262,0.0882,0.1078,0.1094,0.1853,0.2718,2350,1948,2142,2084,2565,2907,,,,,,,21.51,96.72,,,22.7,94.73,0.5424,0.5608,1905160557,22.27,0.5822,0.8353,FF9C4BF6C4C9,21.66,21.74,21.18,21.5,20.68,1747392840,0.5843,0.0928200000000032,,-1.89717999999999,,73.2992504926414,73.6161728934393,1.9430952094295E-05
2025-05-16 12:59:27,31.13,96624.81,22.96,7.3266,5.4827,6.2832,6.3502,9.9672,15.096,0.1317,0.0882,0.1078,0.1094,0.1852,0.2718,2383,1948,2142,2084,2565,2907,,,,,,,21.51,96.723,,,22.71,94.731,0.5431,0.5608,1905160557,22.3,0.5822,0.8351,FF9C4BF6C4C9,21.66,21.75,21.18,21.48,20.65,1747393140,0.5934,0.0981900000000024,,-1.89381,,73.5489641894408,73.6103630825345,1.94306591930285E-05
2025-05-16 13:04:27,30.59,96628.16,22.98,7.5532,5.484,6.282,6.3528,9.9658,15.096,0.1366,0.0882,0.1078,0.1094,0.1852,0.2718,2412,1948,2142,2084,2565,2907,,,,,,,21.52,96.736,,,22.74,94.734,0.544,0.5608,1905160557,22.34,0.5822,0.8348,FF9C4BF6C4C9,21.67,21.75,21.19,21.45,20.63,1747393440,0.6027,0.107839999999996,,-1.89416000000001,,73.4289494665705,73.604533928946,1.9430364614018E-05
2025-05-16 13:09:27,30.79,96635.17,22.98,7.7623,5.4834,6.2815,6.3508,9.9645,15.094,0.1412,0.0882,0.1078,0.1095,0.1852,0.272,2439,1948,2142,2084,2565,2907,,,,,,,21.52,96.742,,,22.74,94.736,0.545,0.5609,1905160557,22.38,0.5822,0.8345,FF9C4BF6C4C9,21.67,21.75,21.19,21.43,20.61,1747393740,0.6124,0.106830000000002,,-1.89917,,73.3668785249864,73.5987048638361,1.94300693357011E-05
2025-05-16 13:14:27,30.43,96662.25,22.98,7.9753,5.4861,6.2841,6.3541,9.973,15.1,0.1453,0.0882,0.1084,0.1094,0.1851,0.2718,2463,1948,2142,2083,2564,2906,,,,,,,21.53,96.765,,,22.76,94.747,0.5463,0.5609,1905160557,22.41,0.5822,0.8343,FF9C4BF6C4C9,21.67,21.76,21.2,21.41,20.61,1747394040,0.622,0.10275,,-1.91525,1,73.4717114770351,73.5928758874145,1.94297733580778E-05
2025-05-16 13:19:27,30.55,96676.42,22.96,8.1533,5.4818,6.2817,6.3488,9.9644,15.102,0.1494,0.0881,0.1078,0.1093,0.1851,0.2719,2486,1948,2142,2084,2564,2907,,,,,,,21.52,96.785,,,22.78,94.786,0.5475,0.5609,1905408021,22.11,0.5824,0.8336,FF9C4BF6C4C9,21.68,21.76,21.21,21.39,20.6,1747394340,0.6313,0.108580000000003,,-1.89041999999999,,73.2577467213215,73.587027570415,1.94294756910555E-05
2025-05-16 13:24:27,30.52,96668.56,22.96,8.3538,5.4844,6.2839,6.3513,9.9624,15.11,0.1536,0.0882,0.1078,0.1094,0.1852,0.272,2510,1948,2142,2084,2564,2908,,,,,,,21.52,96.776,,,22.76,94.793,0.5492,0.561,1905408021,21.96,0.5824,0.8333,FF9C4BF6C4C9,21.69,21.76,21.21,21.38,20.6,1747394640,0.6405,0.107439999999997,,-1.87555999999999,,73.3583553421283,73.5811987722969,1.94291783124882E-05
2025-05-16 13:29:27,30.41,96679.48,23.01,8.5481,5.4851,6.2851,6.3489,9.9626,15.105,0.1574,0.0882,0.1078,0.1094,0.1852,0.272,2531,1948,2142,2084,2564,2908,,,,,,,21.54,96.777,,,22.76,94.788,0.5513,0.561,1905408021,21.94,0.5825,0.8331,FF9C4BF6C4C9,21.69,21.76,21.22,21.36,20.6,1747394940,0.6486,0.0975200000000029,,-1.89148,,73.5328886271404,73.5753700634974,1.94288802346144E-05
2025-05-16 13:34:27,30.46,96671.75,22.99,8.7274,5.4845,6.2826,6.3488,9.9597,15.113,0.1611,0.0883,0.1078,0.1094,0.1852,0.2721,2551,1948,2142,2084,2564,2908,,,,,,,21.53,96.773,,,22.75,94.78,0.5539,0.561,1905408021,21.97,0.5825,0.8329,FF9C4BF6C4C9,21.7,21.77,21.22,21.35,20.59,1747395240,0.6557,0.101249999999993,,-1.89175,,73.1016575686793,73.5695414442261,1.94285814574342E-05
2025-05-16 13:39:27,30.66,96649.58,23.03,8.8937,5.4871,6.2834,6.3478,9.9579,15.115,0.1645,0.0883,0.1078,0.1094,0.1851,0.2722,2570,1949,2142,2084,2564,2908,,,,,,,21.54,96.753,,,22.76,94.77,0.5572,0.5611,1905408021,22.04,0.5825,0.8327,FF9C4BF6C4C9,21.7,21.77,21.23,21.33,20.57,1747395540,0.662,0.10342,,-1.87958,,73.6367229155728,73.5637129146928,1.94282819809476E-05
2025-05-16 13:44:27,30.62,96636.8,23.1,9.0503,5.4877,6.2843,6.3478,9.9577,15.113,0.1675,0.0883,0.1078,0.1093,0.185,0.2721,2586,1949,2142,2084,2564,2908,,,,,,,21.53,96.741,,,22.79,94.755,0.5612,0.5612,1905408021,22.11,0.5825,0.8326,FF9C4BF6C4C9,21.71,21.77,21.23,21.32,20.55,1747395840,0.6674,0.104199999999992,,-1.88180000000001,,73.1649326145467,73.5578844751074,1.94279818051545E-05
2025-05-16 13:49:27,30.56,96637.23,23.15,9.1953,5.4911,6.2838,6.3503,9.9567,15.12,0.1704,0.0884,0.1078,0.1094,0.185,0.2721,2602,1950,2142,2083,2564,2908,,,,,,,21.55,96.746,,,22.81,94.744,0.5662,0.5612,1905408021,22.18,0.5825,0.8324,FF9C4BF6C4C9,21.71,21.77,21.24,21.31,20.53,1747396140,0.6722,0.108769999999993,,-1.89323,,73.3774509048817,73.5520755533612,1.94276819341335E-05
2025-05-16 13:54:27,30.68,96642.86,23.11,9.3274,5.4932,6.2851,6.3493,9.9584,15.123,0.1729,0.0884,0.1078,0.1093,0.185,0.2721,2615,1950,2142,2083,2564,2908,,,,,,,21.57,96.745,,,22.84,94.735,0.5724,0.5613,1905408021,22.26,0.5826,0.8323,FF9C4BF6C4C9,21.72,21.77,21.24,21.3,20.51,1747396440,0.6763,0.102140000000006,,-1.90786,,73.474969761481,73.5462472939992,1.94273803620585E-05
2025-05-16 13:59:27,30.2,96616.31,23.04,9.4522,5.4943,6.2851,6.3482,9.9545,15.123,0.1754,0.0885,0.1078,0.1093,0.185,0.2722,2628,1950,2142,2084,2564,2908,,,,,,,21.55,96.728,,,22.83,94.731,0.58,0.5614,1905408021,22.32,0.5826,0.8321,FF9C4BF6C4C9,21.72,21.77,21.25,21.28,20.5,1747396740,0.6797,0.111689999999996,,-1.88531,,73.6397945593246,73.5404191252138,1.94270780906771E-05
2025-05-16 14:04:27,30.06,96626.31,23.1,9.5652,5.4943,6.2833,6.3471,9.95,15.125,0.1775,0.0885,0.1078,0.1094,0.1849,0.2723,2639,1950,2142,2084,2563,2908,,,,,,,21.55,96.732,,,22.88,94.729,0.5888,0.5616,1905408021,22.37,0.5826,0.832,FF9C4BF6C4C9,21.73,21.77,21.25,21.27,20.49,1747397040,0.6823,0.105689999999996,,-1.89731,,73.3888951052034,73.5345910472148,1.94267751199892E-05
2025-05-16 14:09:27,29.72,96633.41,23.19,9.6642,5.4985,6.2846,6.3475,9.9521,15.123,0.1795,0.0885,0.1078,0.1093,0.1849,0.2722,2649,1951,2142,2084,2564,2908,,,,,,,21.6,96.737,,,22.93,94.727,0.5986,0.5617,1905408021,22.42,0.5827,0.8319,FF9C4BF6C4C9,21.73,21.78,21.26,21.26,20.48,1747397340,0.6844,0.103589999999997,,-1.90640999999999,,73.5635022310726,73.5287436337408,1.94264704365921E-05
2025-05-16 14:14:27,29.66,96634.91,23.22,9.7545,5.4994,6.2843,6.3478,9.9491,15.125,0.1812,0.0886,0.1078,0.1093,0.1849,0.2724,2658,1951,2142,2084,2563,2909,,,,,,,21.59,96.736,,,22.93,94.718,0.6083,0.5618,1905408021,22.48,0.5827,0.8318,FF9C4BF6C4C9,21.74,21.78,21.26,21.26,20.47,1747397640,0.6863,0.101089999999999,,-1.91691,,73.387755328538,73.5229157382481,1.94261660649602E-05
2025-05-16 14:19:27,29.43,96630.91,23.18,9.8308,5.5021,6.2851,6.3474,9.9505,15.13,0.1827,0.0887,0.1078,0.1093,0.185,0.2724,2665,1952,2142,2083,2564,2909,,,,,,,21.59,96.736,,,22.91,94.719,0.6175,0.562,1905408021,22.52,0.5828,0.8317,FF9C4BF6C4C9,21.74,21.78,21.27,21.25,20.47,1747397940,0.6879,0.105090000000004,,-1.91191000000001,,73.4839536569259,73.5171073600333,1.94258620120867E-05
2025-05-16 14:24:27,29.22,96639.16,23.13,9.8992,5.5053,6.2834,6.3465,9.9499,15.131,0.1839,0.0888,0.1078,0.1093,0.185,0.2724,2672,1952,2142,2083,2563,2909,,,,,,,21.6,96.746,,,22.91,94.716,0.626,0.5623,1905408021,22.55,0.5828,0.8315,FF9C4BF6C4C9,21.75,21.78,21.28,21.24,20.47,1747398240,0.6893,0.106839999999991,,-1.92316000000001,,73.1472832906662,73.5112796472774,1.94255562441729E-05
2025-05-16 14:29:27,28.94,96640.11,23.12,9.9558,5.5094,6.2839,6.3472,9.9474,15.136,0.185,0.0888,0.1079,0.1093,0.1849,0.2724,2678,1953,2142,2084,2563,2909,,,,,,,21.61,96.748,,,22.89,94.721,0.6339,0.5626,1905408021,22.58,0.5828,0.8315,FF9C4BF6C4C9,21.76,21.78,21.28,21.23,20.47,1747398540,0.6905,0.107889999999998,,-1.91911,,73.557140818583,73.5054520263567,1.94252497769527E-05
2025-05-16 14:34:27,28.83,96635.98,23.1,10.014,5.5151,6.2844,6.3467,9.9528,15.126,0.1861,0.089,0.1078,0.1093,0.1849,0.2724,2683,1954,2142,2084,2563,2909,,,,,,,21.61,96.743,,,22.87,94.72,0.6413,0.5629,1905408021,22.61,0.5829,0.8314,FF9C4BF6C4C9,21.76,21.78,21.29,21.22,20.47,1747398840,0.6916,0.107020000000006,,-1.91597999999999,,73.5912111259513,73.499605072539,1.94249415853683E-05
2025-05-16 14:39:27,28.58,96633.48,23.08,10.064,5.5189,6.2847,6.3474,9.9463,15.125,0.187,0.0891,0.1078,0.1093,0.1848,0.2724,2687,1954,2142,2083,2563,2908,,,,,,,21.61,96.747,,,22.89,94.719,0.6482,0.5632,1905408021,22.63,0.5829,0.8313,FF9C4BF6C4C9,21.76,21.79,21.3,21.22,20.48,1747399140,0.6926,0.113520000000008,,-1.91448,,73.1892493601129,73.4937776362261,1.94246337172041E-05
2025-05-16 14:44:27,28.84,96648.16,22.99,10.11,5.5256,6.2866,6.3478,9.9501,15.13,0.188,0.0892,0.1079,0.1094,0.1849,0.2724,2692,1956,2142,2083,2563,2909,,,,,,,21.59,96.754,,,22.86,94.722,0.6546,0.5637,1905408021,22.67,0.5829,0.8312,FF9C4BF6C4C9,21.77,21.79,21.3,21.21,20.49,1747399440,0.6933,0.105840000000001,,-1.92616000000001,,73.2283759541467,73.4879502923786,1.94243251497336E-05
2025-05-16 14:49:27,28.71,96653.52,22.98,10.153,5.5305,6.2867,6.3474,9.9469,15.128,0.1887,0.0894,0.1078,0.1093,0.1849,0.2725,2696,1957,2142,2083,2563,2909,,,,,,,21.58,96.756,,,22.84,94.725,0.6605,0.5644,1905408021,22.68,0.5829,0.8312,FF9C4BF6C4C9,21.78,21.79,21.31,21.21,20.5,1747399740,0.6941,0.10248,,-1.92852000000001,,73.2509816756806,73.4821424652227,1.94240169150074E-05
2025-05-16 14:54:27,28.57,96644.89,23.07,10.194,5.54,6.286,6.3477,9.9467,15.131,0.1895,0.0896,0.1079,0.1094,0.1849,0.2724,2700,1958,2143,2083,2563,2909,,,,,,,21.59,96.753,,,22.86,94.732,0.6661,0.5652,1905408021,22.7,0.5829,0.8311,FF9C4BF6C4C9,21.78,21.79,21.31,21.2,20.51,1747400040,0.6948,0.108109999999996,,-1.91289,,73.2717755781473,73.4762958829188,1.9423705916873E-05
2025-05-16 14:59:27,28.71,96642.05,23.1,10.227,5.5486,6.2877,6.3478,9.9458,15.13,0.1901,0.0898,0.1079,0.1093,0.1848,0.2724,2703,1960,2143,2083,2563,2909,,,,,,,21.61,96.751,,,22.89,94.731,0.6714,0.5661,1905408021,22.72,0.5829,0.831,FF9C4BF6C4C9,21.79,21.79,21.32,21.2,20.53,1747400340,0.6954,0.108950000000007,,-1.91105,,73.1965874651662,73.4704882411218,1.9423396288196E-05
2025-05-16 15:04:27,28.67,96641.53,23.16,10.265,5.5619,6.295,6.3525,9.9529,15.15,0.1907,0.0901,0.108,0.1093,0.1849,0.2724,2706,1962,2143,2084,2563,2909,,,,,,,21.62,96.748,,,22.89,94.726,0.6764,0.5674,1905408021,22.76,0.5829,0.831,FF9C4BF6C4C9,21.79,21.79,21.32,21.2,20.54,1747400640,0.6958,0.106470000000002,,-1.91553,,73.1888160547153,73.4646418458378,1.94230838867867E-05
2025-05-16 15:09:27,28.66,96625.97,23.24,10.272,5.5719,6.2864,6.345,9.939,15.121,0.1912,0.0905,0.1079,0.1094,0.1848,0.2724,2709,1965,2143,2084,2563,2909,,,,,,,21.63,96.735,,,22.91,94.721,0.6811,0.5693,1905408021,22.79,0.583,0.8309,FF9C4BF6C4C9,21.8,21.79,21.33,21.2,20.56,1747400940,0.6963,0.109030000000004,,-1.90496999999999,,73.206290516198,73.4588149674639,1.94227718227838E-05
2025-05-16 15:14:27,28.62,96638.13,23.26,10.314,5.5932,6.2932,6.3507,9.9482,15.139,0.1917,0.091,0.1081,0.1094,0.1848,0.2725,2711,1968,2144,2084,2563,2910,,,,,,,21.64,96.747,,,22.96,94.717,0.6857,0.572,1905408021,22.83,0.583,0.8308,FF9C4BF6C4C9,21.8,21.8,21.34,21.2,20.57,1747401240,0.6967,0.108869999999996,,-1.92113000000001,,73.420767854303,73.4530076052736,1.94224601031804E-05
2025-05-16 15:19:27,28.31,96643.5,23.24,10.336,5.6171,6.292,6.3481,9.9439,15.138,0.1921,0.0916,0.1081,0.1094,0.1848,0.2725,2713,1972,2144,2084,2563,2909,,,,,,,21.64,96.746,,,22.98,94.711,0.69,0.5761,1905408021,22.87,0.583,0.8307,FF9C4BF6C4C9,21.81,21.8,21.34,21.2,20.59,1747401540,0.697,0.102499999999992,,-1.9325,,73.4063618654924,73.4471809142443,1.94221466428957E-05
2025-05-16 15:24:27,28.54,96660.23,23.33,10.352,5.6464,6.2967,6.352,9.9458,15.132,0.1925,0.0923,0.1081,0.1094,0.1848,0.2725,2715,1978,2144,2084,2563,2909,,,,,,,21.64,96.771,,,22.98,94.728,0.6941,0.5821,1905408021,22.9,0.583,0.8307,FF9C4BF6C4C9,21.81,21.8,21.35,21.2,20.61,1747401840,0.6973,0.110770000000002,,-1.93223,,73.3566083036903,73.4413543173579,1.94218324833045E-05
2025-05-16 15:29:27,28.65,96669.17,23.51,10.368,5.6863,6.2978,6.3513,9.9436,15.135,0.1928,0.0933,0.1082,0.1094,0.1848,0.2726,2716,1984,2144,2084,2563,2910,,,,,,,21.66,96.774,,,22.97,94.736,0.6978,0.59,1905408021,22.94,0.583,0.8306,FF9C4BF6C4C9,21.82,21.8,21.36,21.2,20.63,1747402140,0.6976,0.104830000000007,,-1.93316999999999,,73.6204237921498,73.4355278148242,1.94215176244068E-05
2025-05-16 15:34:27,28.75,96667.23,23.53,10.383,5.7383,6.3019,6.3528,9.9446,15.141,0.193,0.0946,0.1083,0.1095,0.1848,0.2725,2718,1993,2145,2084,2563,2909,,,,,,,21.67,96.779,,,22.97,94.741,0.7014,0.5993,1905408021,22.98,0.583,0.8305,FF9C4BF6C4C9,21.83,21.8,21.36,21.2,20.65,1747402440,0.6978,0.111770000000007,,-1.92622999999999,,73.3115427302911,73.4296819856516,1.94212010131726E-05
2025-05-16 15:39:27,29.21,96681.57,23.49,10.394,5.8025,6.3044,6.3562,9.9431,15.133,0.1932,0.0962,0.1083,0.1095,0.1849,0.2726,2719,2005,2145,2084,2563,2909,,,,,,,21.67,96.785,,,22.96,94.741,0.7045,0.6095,1905408021,23.02,0.5831,0.8304,FF9C4BF6C4C9,21.83,21.8,21.37,21.21,20.67,1747402740,0.698,0.103429999999989,,-1.94057000000001,,73.4228415139555,73.4238750936544,1.94208858086921E-05
2025-05-16 15:44:27,29.41,96684.91,23.51,10.404,5.8851,6.3057,6.3589,9.9409,15.138,0.1934,0.0983,0.1084,0.1096,0.1848,0.2725,2720,2019,2146,2085,2563,2909,,,,,,,21.67,96.791,,,22.98,94.744,0.7073,0.6209,1905408021,23.06,0.5831,0.8303,FF9C4BF6C4C9,21.83,21.8,21.37,21.21,20.69,1747403040,0.6982,0.106089999999995,,-1.94091,,73.4398052050924,73.4180294548695,1.94205677941829E-05
2025-05-16 15:49:27,29.64,96686.56,23.52,10.406,5.9835,6.3091,6.3587,9.9409,15.137,0.1934,0.1006,0.1084,0.1096,0.1848,0.2725,2720,2035,2146,2085,2563,2909,,,,,,,21.68,96.8,,,22.98,94.743,0.7098,0.6329,1905408021,23.1,0.5831,0.8302,FF9C4BF6C4C9,21.84,21.81,21.38,21.22,20.71,1747403340,0.6983,0.113439999999997,,-1.94356000000001,,73.1471646016812,73.4122227524132,1.94202511957516E-05
2025-05-16 15:54:27,29.65,96692.66,23.53,10.403,6.0935,6.3143,6.3627,9.9429,15.134,0.1934,0.1033,0.1085,0.1097,0.1848,0.2726,2719,2053,2147,2085,2563,2910,,,,,,,21.68,96.803,,,22.99,94.725,0.7119,0.6441,1905408021,23.13,0.5831,0.8301,FF9C4BF6C4C9,21.85,21.81,21.39,21.23,20.73,1747403640,0.698,0.110339999999994,,-1.96766000000001,,73.2174361820115,73.4063967247903,1.94199328403216E-05
2025-05-16 15:59:27,30.08,96708.23,23.45,10.395,6.2018,6.317,6.3663,9.9416,15.139,0.1932,0.1059,0.1086,0.1098,0.1848,0.2725,2719,2070,2147,2086,2563,2909,,,,,,,21.68,96.808,,,22.97,94.711,0.7133,0.6541,1905408021,23.17,0.5832,0.83,FF9C4BF6C4C9,21.85,21.81,21.39,21.23,20.75,1747403940,0.6978,0.0997700000000066,,-1.99723,,73.1734136673452,73.400570792779,1.94196137855852E-05
2025-05-16 16:04:27,30.15,96707.97,23.48,10.388,6.3055,6.3204,6.3735,9.9413,15.133,0.1931,0.1084,0.1087,0.1099,0.1848,0.2724,2718,2086,2148,2087,2563,2909,,,,,,,21.7,96.818,,,22.98,94.709,0.7142,0.6629,1905408021,23.2,0.5832,0.8299,FF9C4BF6C4C9,21.86,21.81,21.4,21.24,20.78,1747404240,0.6977,0.110029999999995,,-1.99897,,73.4838782305289,73.3947449565889,1.94192940315423E-05
